,medidas_profundidad_cm,ofertas_count,procesador_número_hilos_ejecución,procesador_frecuencia_turbo_máx__GHz,disco_duro_número_discos_duros_instalados,medidas_ancho_cm,procesador_tdp_W,ram_frecuencia_memoria_MHz,procesador_número_núcleos_procesador_cores,disco_duro_capacidad_memoria_ssd_GB,medidas_peso_kg,pantalla_diagonal_pantalla_cm,procesador_caché_MB,otras_características_fecha_lanzamiento,alimentación_vatios_hora_Wh,pantalla_tamaño_pantalla_pulgadas,pantalla_luminosidad_cd_m2,ram_memoria_ram_GB,sonido_número_altavoces,alimentación_autonomía_batería_h,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,procesador_frecuencia,Bluetooth,Ethernet,LAN,NFC,infrarrojos,wifi,wifi Direct,os_DOS,os_No OS,os_Other OS,os_Windows,os_macOS,altura_mm,company_name_label,gráfica_tarjeta_gráfica_label,pantalla_tecnología_pantalla_label,procesador_name_label,procesador_nivel_caché_L2,procesador_nivel_caché_L3,procesador_nivel_caché_nan,tipo_producto_Barebone,tipo_producto_Chromebook,tipo_producto_Kit ampliación PC,tipo_producto_Mini PC,tipo_producto_Netbook,tipo_producto_PC completo,tipo_producto_PC de oficina,tipo_producto_PC gaming,tipo_producto_PC multimedia,tipo_producto_Portátil 3D,tipo_producto_Portátil convertible,tipo_producto_Portátil gaming,tipo_producto_Portátil multimedia,tipo_producto_Portátil profesional,tipo_producto_Thin Client,tipo_producto_Ultrabook,tipo_producto_Workstation,tipo_producto_nan,disco_duro_tipo_disco_duro_PCIe SSD,disco_duro_tipo_disco_duro_SATA,disco_duro_tipo_disco_duro_SSD,disco_duro_tipo_disco_duro_disco duro HDD,disco_duro_tipo_disco_duro_disco duro M.2 SSD,disco_duro_tipo_disco_duro_disco duro SSD,disco_duro_tipo_disco_duro_disco híbrido (HHD),disco_duro_tipo_disco_duro_memoria flash,disco_duro_tipo_disco_duro_sin disco duro,disco_duro_tipo_disco_duro_nan,gráfica_salida_vídeo_DVI,gráfica_salida_vídeo_DisplayPort,gráfica_salida_vídeo_HDMI,gráfica_salida_vídeo_HDMI 1.4,gráfica_salida_vídeo_HDMI 2.0,gráfica_salida_vídeo_HDMI 2.1,gráfica_salida_vídeo_Micro HDMI,gráfica_salida_vídeo_Mini DisplayPort,gráfica_salida_vídeo_Mini HDMI,gráfica_salida_vídeo_Thunderbolt 3,gráfica_salida_vídeo_Thunderbolt 4,gráfica_salida_vídeo_USB-C,gráfica_salida_vídeo_VGA,gráfica_salida_vídeo_nan,ram_tipo_ram_DDR3,ram_tipo_ram_DDR3L,ram_tipo_ram_DDR4,ram_tipo_ram_DDR4L,ram_tipo_ram_DDR5,ram_tipo_ram_LPDDR3,ram_tipo_ram_LPDDR4,ram_tipo_ram_LPDDR4X,ram_tipo_ram_LPDDR5,ram_tipo_ram_LPDDR5X,ram_tipo_ram_nan,almacenamiento_lector_óptico_grabadora DVD,almacenamiento_lector_óptico_lector DVD,almacenamiento_lector_óptico_ninguno,almacenamiento_lector_óptico_nan,tipo_Desktop,tipo_Laptop,tipo_nan,color_azul,color_blanco,color_bronce,color_dorado,color_gris,color_negro,color_plateado,color_rojo,color_rosa,color_verde,color_nan
3245,25.0,4,,,1.0,40.0,,,,,2.09,43.0,,2023,48.5,17.3,,,2.0,8.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,1,0,False,False,False,False,False,18.0,6,100,8,62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3246,18.0,2,,4.9,1.0,3.0,,4800.0,16.0,512.0,,,30.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,1,0,False,False,False,True,False,170.0,55,177,11,49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3247,3.0,1,12.0,4.6,,18.0,45.0,3200.0,8.0,256.0,1.1,,12.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,0,0,1,0,False,False,False,True,False,180.0,55,88,11,48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3248,17.0,2,,4.6,1.0,17.0,,3200.0,10.0,512.0,,,12.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3,0,0,0,0,0,1,0,False,False,False,True,False,30.0,44,87,11,48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3249,23.0,6,,4.3,1.0,36.0,,3200.0,8.0,512.0,1.6,39.0,8.0,2022,42.0,15.6,250.0,16.0,2.0,7.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.8,1,0,0,0,0,1,0,False,False,False,True,False,18.0,55,12,8,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3250,,1,20.0,5.1,1.0,,125.0,,14.0,1000.0,,,24.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,0,0,0,0,0,0,False,False,False,False,False,,7,137,11,48,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3251,22.0,8,,,,32.0,,,,,1.5,35.0,,2021,54.0,14.0,250.0,,2.0,13.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,,1,0,1,0,0,1,0,False,False,False,False,False,18.0,27,100,11,62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3252,,1,32.0,5.8,,,125.0,,24.0,1000.0,,,36.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,0,0,0,1,0,False,False,False,False,False,,105,137,11,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3253,,1,12.0,4.4,,,65.0,,6.0,1000.0,,,12.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,0,0,0,0,0,0,0,False,False,False,True,False,,103,95,11,48,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3254,,2,,,1.0,,,4800.0,,512.0,,,,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,True,False,,6,68,11,48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3255,24.0,8,,4.6,1.0,34.0,,,14.0,512.0,1.68,38.0,18.0,2024,,15.0,400.0,16.0,2.0,19.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.7,1,0,0,0,0,1,0,False,False,False,True,False,17.0,63,63,11,44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3256,24.0,1,,5.0,1.0,35.0,,5600.0,14.0,1000.0,1.73,40.0,24.0,2023,86.0,16.0,500.0,32.0,4.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.8,1,0,0,0,0,1,0,False,False,False,True,False,19.0,44,160,11,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3257,23.0,1,,5.0,1.0,35.0,,3200.0,10.0,1000.0,1.79,39.0,12.0,2023,51.0,15.6,250.0,32.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.2,1,0,1,0,0,1,0,False,False,False,True,False,20.0,44,121,8,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3258,30.0,1,28.0,5.4,1.0,15.0,65.0,3200.0,20.0,1000.0,,,33.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,1,1,0,0,0,1,0,False,False,False,True,False,330.0,44,97,11,49,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3259,21.0,15,,5.1,1.0,31.0,,,16.0,1000.0,1.65,35.0,24.0,2024,75.0,14.0,400.0,32.0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3.8,1,0,0,0,0,1,0,False,False,False,True,False,20.0,1,63,8,46,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3260,20.0,6,,,,30.0,,,,,1.15,33.0,,2020,67.0,13.3,450.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,1,0,0,0,0,1,0,False,False,False,False,False,14.0,1,100,11,62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3261,,4,,5.4,1.0,,,,24.0,,2.71,40.0,36.0,2024,,16.0,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,1,0,0,0,0,1,0,False,False,False,False,False,,78,143,11,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3262,24.0,5,,,,35.0,,,,,1.88,40.0,,2022,42.0,16.0,300.0,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,1,0,False,False,False,False,False,20.0,1,100,11,62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3263,25.0,2,,4.9,1.0,35.0,,,10.0,512.0,2.25,39.0,24.0,2023,53.5,15.6,,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.8,1,0,1,0,0,1,0,False,False,False,True,False,25.0,58,137,11,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3264,23.0,1,,4.6,1.0,35.0,,,8.0,512.0,1.79,39.0,24.0,2021,83.0,15.6,400.0,16.0,2.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.3,1,0,0,0,0,1,1,False,False,False,True,False,18.0,44,168,8,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3265,30.0,2,8.0,4.5,0.0,15.0,,3200.0,4.0,256.0,5.3,,12.0,,,,,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,1,0,0,0,0,0,False,False,False,True,False,330.0,44,100,11,47,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3266,24.0,13,,4.4,1.0,36.0,,,10.0,512.0,1.78,39.0,12.0,2023,40.0,15.6,,8.0,2.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9,1,0,1,0,0,1,0,False,False,False,True,False,20.0,6,87,8,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3267,25.0,21,,4.6,1.0,35.0,,5200.0,8.0,1000.0,1.98,39.0,12.0,,53.5,15.6,,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.5,1,0,1,0,0,1,0,True,False,False,False,False,23.0,58,134,8,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3268,,1,4.0,3.6,1.0,,,3200.0,4.0,100.0,,,,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,False,False,,19,88,11,51,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3269,,1,,,,,,,,2000.0,,,,,,,,256.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,False,False,False,False,False,,90,176,11,57,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3270,24.0,2,,4.2,1.0,35.0,,2666.0,4.0,512.0,1.7,39.0,8.0,2020,41.0,15.6,250.0,8.0,,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.4,1,0,1,0,0,1,0,False,False,False,True,False,19.0,44,88,8,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3271,22.0,3,,4.5,1.0,31.0,,,14.0,512.0,1.23,35.0,18.0,2024,63.0,14.0,400.0,16.0,4.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.6,1,0,0,0,0,1,0,False,False,False,True,False,12.0,87,63,20,44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3272,29.0,5,,,,17.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,False,False,370.0,55,100,11,62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3273,49.0,1,,,,21.0,65.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,False,False,False,False,False,450.0,58,100,11,62,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3274,37.0,1,,,1.0,18.0,,,,512.0,,,,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,False,False,False,True,False,410.0,55,97,11,49,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3275,39.0,5,8.0,4.3,1.0,17.0,,3200.0,4.0,1000.0,,,65.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6,0,1,0,0,0,0,0,False,False,False,True,False,370.0,112,94,11,47,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3276,25.0,11,,4.6,1.0,35.0,,5200.0,8.0,512.0,1.98,39.0,12.0,,53.5,15.6,,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.5,1,0,1,0,0,1,0,True,False,False,False,False,23.0,58,135,8,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3277,22.0,3,,4.8,1.0,35.0,,6400.0,16.0,1000.0,1.2,39.0,24.0,2024,72.0,15.6,350.0,32.0,2.0,23.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3.8,1,0,1,0,0,1,0,False,False,False,True,False,17.0,54,63,8,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3278,13.0,6,12.0,5.0,,13.0,15.0,,10.0,,1.38,,12.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,1,0,True,False,False,False,False,50.0,58,67,11,48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3279,30.0,2,28.0,5.4,1.0,15.0,65.0,5600.0,20.0,512.0,,,33.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,0,1,0,0,0,0,0,False,False,False,True,False,330.0,44,97,11,49,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3280,30.0,2,24.0,5.2,1.0,10.0,219.0,,16.0,512.0,,,30.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,1,1,0,0,0,1,0,False,False,False,True,False,330.0,6,88,11,49,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3281,30.0,2,12.0,5.0,1.0,33.0,,5600.0,6.0,512.0,5.4,,16.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,1,1,0,0,0,1,0,False,False,False,True,False,100.0,44,8,11,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3282,26.0,1,,5.2,1.0,35.0,,5600.0,16.0,1000.0,2.5,40.0,30.0,2024,90.0,16.0,,32.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,0,0,1,0,True,False,False,False,False,28.0,58,135,21,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3283,24.0,4,,5.0,1.0,35.0,,3200.0,4.0,512.0,1.69,39.0,12.0,2019,41.0,15.6,,8.0,,10.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.9,1,0,0,0,0,1,0,False,False,False,True,False,18.0,44,87,8,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3284,,1,,4.8,1.0,,,,8.0,1000.0,,35.0,12.0,,72.0,14.0,400.0,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,1,0,False,False,False,True,False,,1,65,5,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3285,25.0,2,,5.1,1.0,35.0,,,8.0,1000.0,1.9,40.0,24.0,2024,57.0,16.0,300.0,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.8,1,0,0,0,0,1,0,False,False,False,True,False,18.0,55,8,3,12,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3286,,1,16.0,5.0,,,65.0,,8.0,1000.0,,,16.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0,0,0,0,0,1,0,False,False,False,False,False,,105,136,11,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3287,,1,16.0,4.6,,,65.0,,8.0,1000.0,,,32.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,0,0,0,0,0,0,0,False,False,False,True,False,,103,137,11,12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
