,medidas_profundidad_cm,ofertas_count,procesador_número_hilos_ejecución,procesador_frecuencia_turbo_máx__GHz,disco_duro_número_discos_duros_instalados,medidas_ancho_cm,procesador_tdp_W,ram_frecuencia_memoria_MHz,procesador_número_núcleos_procesador_cores,disco_duro_capacidad_memoria_ssd_GB,medidas_peso_kg,pantalla_diagonal_pantalla_cm,procesador_caché_MB,otras_características_fecha_lanzamiento,alimentación_vatios_hora_Wh,pantalla_tamaño_pantalla_pulgadas,pantalla_luminosidad_cd_m2,ram_memoria_ram_GB,sonido_número_altavoces,alimentación_autonomía_batería_h,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,procesador_frecuencia,Bluetooth,Ethernet,LAN,NFC,infrarrojos,wifi,wifi Direct,os_DOS,os_No OS,os_Other OS,os_Windows,os_macOS,altura_mm,company_name_label,gráfica_tarjeta_gráfica_label,pantalla_tecnología_pantalla_label,procesador_name_label,procesador_nivel_caché_L2,procesador_nivel_caché_L3,procesador_nivel_caché_nan,tipo_producto_Barebone,tipo_producto_Chromebook,tipo_producto_Kit ampliación PC,tipo_producto_Mini PC,tipo_producto_Netbook,tipo_producto_PC completo,tipo_producto_PC de oficina,tipo_producto_PC gaming,tipo_producto_PC multimedia,tipo_producto_Portátil 3D,tipo_producto_Portátil convertible,tipo_producto_Portátil gaming,tipo_producto_Portátil multimedia,tipo_producto_Portátil profesional,tipo_producto_Thin Client,tipo_producto_Ultrabook,tipo_producto_Workstation,tipo_producto_nan,disco_duro_tipo_disco_duro_PCIe SSD,disco_duro_tipo_disco_duro_SATA,disco_duro_tipo_disco_duro_SSD,disco_duro_tipo_disco_duro_disco duro HDD,disco_duro_tipo_disco_duro_disco duro M.2 SSD,disco_duro_tipo_disco_duro_disco duro SSD,disco_duro_tipo_disco_duro_disco híbrido (HHD),disco_duro_tipo_disco_duro_memoria flash,disco_duro_tipo_disco_duro_sin disco duro,disco_duro_tipo_disco_duro_nan,gráfica_salida_vídeo_DVI,gráfica_salida_vídeo_DisplayPort,gráfica_salida_vídeo_HDMI,gráfica_salida_vídeo_HDMI 1.4,gráfica_salida_vídeo_HDMI 2.0,gráfica_salida_vídeo_HDMI 2.1,gráfica_salida_vídeo_Micro HDMI,gráfica_salida_vídeo_Mini DisplayPort,gráfica_salida_vídeo_Mini HDMI,gráfica_salida_vídeo_Thunderbolt 3,gráfica_salida_vídeo_Thunderbolt 4,gráfica_salida_vídeo_USB-C,gráfica_salida_vídeo_VGA,gráfica_salida_vídeo_nan,ram_tipo_ram_DDR3,ram_tipo_ram_DDR3L,ram_tipo_ram_DDR4,ram_tipo_ram_DDR4L,ram_tipo_ram_DDR5,ram_tipo_ram_LPDDR3,ram_tipo_ram_LPDDR4,ram_tipo_ram_LPDDR4X,ram_tipo_ram_LPDDR5,ram_tipo_ram_LPDDR5X,ram_tipo_ram_nan,almacenamiento_lector_óptico_grabadora DVD,almacenamiento_lector_óptico_lector DVD,almacenamiento_lector_óptico_ninguno,almacenamiento_lector_óptico_nan,tipo_Desktop,tipo_Laptop,tipo_nan,color_azul,color_blanco,color_bronce,color_dorado,color_gris,color_negro,color_plateado,color_rojo,color_rosa,color_verde,color_nan
1474,39.0,39,,,,43.0,65.0,2666.0,,,10.5,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,False,False,False,False,False,180.0,25,108,11,62,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1475,11.0,74,,,,11.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,False,False,50.0,1,63,11,62,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1476,20.0,1,,4.6,1.0,30.0,,3200.0,10.0,256.0,1.22,33.0,12.0,2023,42.0,13.3,400.0,8.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.9,1,0,0,0,0,1,0,False,False,False,True,False,16.0,44,87,8,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1477,,1,4.0,4.0,,,65.0,,4.0,1000.0,,,4.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6,0,0,0,0,0,1,0,False,False,False,False,False,,105,41,11,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1478,22.0,1,,,1.0,35.0,,,12.0,1000.0,1.42,39.0,42.0,2024,70.0,15.6,600.0,16.0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.4,1,0,0,0,0,1,0,False,False,False,True,False,16.0,1,183,5,67,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1479,26.0,5,,5.5,,35.0,,,20.0,1000.0,2.38,40.0,30.0,2024,65.0,16.0,,32.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3.9,1,0,0,0,0,1,0,False,False,False,False,False,28.0,58,135,11,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1480,26.0,2,,4.9,1.0,39.0,,4800.0,10.0,1000.0,2.6,43.0,24.0,2022,56.0,17.3,250.0,32.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.8,1,0,1,0,0,1,0,False,True,False,False,False,23.0,1,135,8,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1481,,13,4.0,4.1,1.0,,15.0,,2.0,128.0,,,4.0,,,,,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0021,1,1,0,0,0,1,0,False,False,True,False,False,,1,88,11,47,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1482,11.0,1,4.0,3.7,0.0,16.0,6.0,,4.0,,0.7,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,1,0,False,True,False,False,False,30.0,1,88,11,51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1483,20.0,1,4.0,3.5,1.0,3.0,15.0,3200.0,4.0,32.0,1.12,,2.0,,,,,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,0,0,1,0,False,False,True,False,False,200.0,44,12,11,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1484,26.0,13,,5.4,1.0,35.0,,4800.0,10.0,512.0,1.79,40.0,12.0,2024,,16.0,,16.0,2.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.2,1,0,1,0,0,1,0,False,False,False,True,False,23.0,6,67,11,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1485,21.0,85,,,,32.0,,,,,2.21,35.0,,2023,42.0,14.0,250.0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,1,0,1,0,0,1,0,False,False,False,False,False,19.0,1,100,11,62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1486,47.0,1,16.0,5.0,,20.0,120.0,,8.0,2000.0,18.0,,96.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1,1,0,0,0,1,0,False,False,False,True,False,460.0,44,137,11,12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1487,,10,16.0,4.4,,,,,12.0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,False,False,,1,87,11,48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1488,,1,28.0,5.6,1.0,,125.0,,20.0,2000.0,,,33.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.4,0,0,0,0,0,1,0,False,False,False,False,False,,90,137,11,49,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1489,,1,12.0,4.3,,,65.0,,6.0,512.0,,,12.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,False,False,False,True,False,,103,127,11,48,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1490,22.0,7,,5.0,1.0,31.0,,,10.0,512.0,1.49,35.0,12.0,2023,,14.0,,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.2,1,0,1,0,0,1,0,False,False,False,True,False,19.0,6,88,21,49,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1491,,2,20.0,4.9,1.0,,65.0,,12.0,1000.0,,,25.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1,1,0,0,0,0,1,0,False,False,False,False,False,,12,100,11,49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1492,20.0,1,4.0,3.5,1.0,3.0,15.0,3200.0,4.0,64.0,1.12,,2.0,,,,,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1,0,0,0,1,0,False,False,False,False,False,200.0,44,12,11,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1493,37.0,1,24.0,5.2,1.0,18.0,125.0,,16.0,512.0,13.6,,30.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,1,0,0,0,1,0,False,False,False,True,False,410.0,55,97,11,50,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1494,46.0,1,12.0,4.1,1.0,18.0,65.0,,6.0,500.0,,,8.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.1,0,1,0,0,0,0,0,False,False,False,True,False,420.0,21,136,11,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1495,26.0,1,,4.4,1.0,39.0,,3200.0,8.0,512.0,2.6,43.0,16.0,,90.0,17.3,,16.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2,1,0,1,0,0,1,0,False,False,False,True,False,25.0,1,100,11,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1496,,1,16.0,5.3,1.0,,125.0,,8.0,1000.0,,,16.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,0,0,0,0,0,0,False,False,False,True,False,,103,135,11,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1497,22.0,10,,4.5,1.0,31.0,,3200.0,6.0,512.0,1.38,35.0,16.0,2023,45.0,14.0,300.0,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2.0,1,0,1,0,0,1,0,False,False,False,True,False,17.0,55,12,8,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1498,,1,32.0,5.8,,,125.0,,24.0,1000.0,,,36.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,0,0,0,1,0,False,False,False,False,False,,105,136,11,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1499,,2,28.0,5.6,1.0,,125.0,,20.0,1000.0,,,33.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.4,0,0,0,0,0,0,0,False,False,False,True,False,,55,168,11,49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1500,12.0,1,8.0,4.9,1.0,12.0,15.0,,4.0,256.0,0.55,,8.0,,,,,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,1,0,0,0,1,0,False,False,False,True,False,50.0,58,88,11,49,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1501,23.0,16,,4.3,1.0,35.0,,,4.0,256.0,1.65,39.0,4.0,2023,38.0,15.6,250.0,8.0,,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.8,1,0,1,0,0,1,0,False,False,False,True,False,20.0,55,3,8,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1502,23.0,1,,4.6,,35.0,,3200.0,8.0,512.0,1.65,39.0,12.0,2023,38.0,15.6,250.0,8.0,,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5,1,0,1,0,0,1,0,False,False,False,True,False,20.0,55,88,11,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1503,25.0,1,,4.2,1.0,36.0,,,6.0,512.0,1.9,39.0,16.0,2020,35.0,15.6,250.0,16.0,,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.3,1,0,0,0,0,1,0,False,False,False,True,False,20.0,55,126,8,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1504,46.0,1,20.0,5.0,1.0,18.0,125.0,,12.0,1000.0,,,25.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.6,0,1,0,0,0,0,0,False,False,False,True,False,420.0,21,88,11,49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1505,,1,24.0,5.2,,,65.0,,16.0,1000.0,,,30.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1,0,0,0,0,0,1,0,False,False,False,False,False,,105,137,11,49,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1506,12.0,1,,,1.0,12.0,,,10.0,512.0,0.67,,,,,,,24.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,1,0,False,False,False,False,True,50.0,13,54,11,34,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1507,24.0,1,,4.9,1.0,36.0,,4800.0,8.0,1000.0,2.3,40.0,16.0,2022,70.0,16.1,300.0,32.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.3,1,0,1,0,0,1,0,False,False,False,True,False,23.0,44,130,12,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1508,17.0,1,20.0,4.8,,17.0,65.0,3200.0,12.0,512.0,,,24.0,,,,,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1,1,0,0,0,1,0,False,False,False,True,False,30.0,44,97,11,48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1509,21.0,1,,4.7,1.0,30.0,,,4.0,1000.0,1.2,33.0,12.0,2021,33.0,13.3,300.0,16.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.8,1,0,1,0,0,1,0,False,False,False,True,False,17.0,1,87,8,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1510,26.0,1,,5.0,1.0,36.0,,,14.0,1000.0,2.4,40.0,24.0,2022,90.0,16.0,400.0,32.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.8,1,0,1,0,0,1,0,False,False,False,True,False,21.0,1,130,18,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1511,,1,16.0,5.2,1.0,,120.0,,8.0,2000.0,,,96.0,,,,,32.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.7,0,0,0,0,0,1,0,False,False,False,False,False,,90,135,11,12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1512,22.0,1,,5.4,1.0,32.0,,,14.0,1000.0,1.75,36.0,24.0,2023,76.0,14.5,400.0,32.0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.9,1,0,0,0,0,1,0,False,False,False,True,False,20.0,1,134,2,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1513,24.0,12,,4.3,1.0,35.0,,3200.0,8.0,512.0,1.69,39.0,8.0,2023,41.0,15.6,250.0,8.0,2.0,10.25,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.8,1,0,0,0,0,1,0,False,False,False,True,False,18.0,44,12,8,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1514,,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,False,False,False,False,False,,64,100,11,62,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1515,21.0,4,,,,32.0,,,,,1.5,35.0,,2020,52.5,14.0,,,2.0,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,,1,0,0,0,0,1,0,False,False,False,False,False,20.0,55,100,11,62,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1516,25.0,1,,4.5,,35.0,,4800.0,12.0,512.0,1.85,40.0,18.0,2023,64.0,16.0,300.0,16.0,2.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.9,1,0,0,0,0,1,0,False,False,False,False,False,18.0,27,87,11,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
