,price_avg
4498,778.325
7590,1184.95
621,1969.62
2122,799.0
3389,1828.47
5877,894.9
4382,518.25
82,1351.7250000000001
7464,293.99
3284,2938.6
824,1331.0
1043,1435.68
6020,933.79
300,940.36
4517,919.5699999999999
1491,2085.1
283,1299.9850000000001
2057,1797.645
4450,414.5
4969,1139.99
6411,979.9
2972,2939.68
1837,1219.8200000000002
1284,1061.74
5524,1714.16
5960,933.9
7079,753.9
6019,925.74
5132,1089.9
4033,692.22
3220,2556.38
828,1000.6949999999999
2345,3988.1
2037,1020.8050000000001
5838,819.4
2698,2677.99
4369,2136.0699999999997
7358,1724.95
2337,10010.43
4335,839.0550000000001
6263,1658.12
99,2922.495
4862,2047.225
751,3265.26
7750,681.95
7467,359.99
482,1392.975
5358,1032.8899999999999
7829,1024.95
5717,256.69
1170,1122.245
6777,1959.0
5233,730.415
5965,960.0
1452,776.51
2458,1020.64
7860,599.0
403,1326.525
5498,749.22
2224,299.0
959,972.425
3848,1285.89
2096,1029.11
4212,780.0350000000001
5665,1399.95
672,2239.9700000000003
218,792.2349999999999
3450,2213.12
1991,1241.9450000000002
3898,2699.0
5856,435.86
2242,1870.46
2689,614.99
1678,412.865
5127,1626.4850000000001
6926,1203.9
7990,1249.95
6939,1747.19
2174,2223.44
784,382.92499999999995
2480,630.75
3126,884.49
7085,4142.8
5804,960.9
4637,1308.59
4927,963.995
1510,1980.4899999999998
3223,2518.6
7014,650.8
3697,1189.04
3593,2690.51
6055,2887.29
4702,877.435
520,2162.745
4217,3234.315
6766,2499.9849999999997
4585,1039.605
5928,2821.04
7849,705.66
6188,3507.0
1428,2016.595
572,4527.825
361,819.0
4057,954.405
6963,2275.92
5274,1263.645
6587,3097.99
3167,3501.72
4411,1103.745
766,404.065
5131,1270.99
7585,1119.95
8019,919.95
6563,1299.99
5288,632.25
214,903.3800000000001
8011,889.95
5868,2347.99
5471,574.94
4922,2438.4449999999997
3632,1500.88
4091,1083.25
1492,2103.125
2273,2696.47
732,3356.815
4616,866.895
49,1506.69
6332,2842.99
6021,1367.05
3197,1113.88
897,639.2249999999999
7072,2177.5
4480,434.83
2950,2194.41
7523,1834.14
7913,1339.9
519,476.49
3240,1654.57
3006,4158.525
3886,1063.38
139,1256.9299999999998
3828,737.48
3889,1922.44
4039,2249.9849999999997
3273,1640.0
6767,1909.0
112,832.495
3271,889.24
465,571.79
5003,456.58500000000004
1246,517.135
3327,2699.0
598,1515.995
4923,1167.5
452,1462.72
5542,1916.99
3354,1147.27
4182,1484.765
4748,1062.545
312,1827.15
4001,1123.93
7716,1849.95
4718,855.2
6034,1008.135
7298,996.99
5452,941.53
453,4206.065
3238,299.0
6161,763.19
6533,890.77
900,1282.56
2820,1857.28
662,3113.885
1525,2095.3199999999997
4022,9827.09
4611,769.87
7553,749.95
1009,1834.105
390,649.0
3493,980.0
2363,966.0
1495,2354.08
2269,1837.415
7259,879.78
7271,499.0
7433,376.52
7966,799.95
6817,2747.12
3029,2580.385
3471,1199.0
2832,1103.455
1952,433.755
765,749.565
707,1872.51
7074,869.95
1306,1758.175
7127,2329.95
2930,5840.81
6764,881.18
2586,1175.71
6795,2923.16
1936,407.09
7163,2514.95
5620,3140.11
369,594.9849999999999
1966,1299.0
4272,2249.0
1164,1075.0900000000001
7736,2614.6
5147,929.0
4561,708.73
4337,690.565
3069,1029.0
7932,1076.99
191,375.62
5684,3079.74
4484,1082.5
174,1399.45
1932,1917.66
1112,1501.15
7924,1719.9
3494,1049.95
5197,1464.99
2323,2084.99
7885,2607.99
7842,1339.9
5378,2656.99
7281,1799.9
1177,475.36
5959,249.0
5763,547.99
5443,1392.8649999999998
6305,769.99
5097,9459.9
6334,2670.0150000000003
1680,1883.23
510,778.05
166,939.9200000000001
5371,1437.73
5570,1118.5349999999999
6084,769.0
7449,1325.9
3346,1182.59
5461,337.8
3585,1679.07
4301,337.78
103,1809.625
3342,1749.0
1124,6702.58
4925,734.99
4089,398.995
1117,508.41
4995,644.0
1771,2475.65
7213,1089.95
7480,1409.9
3749,1396.0
4096,598.3100000000001
2973,578.75
5341,1763.705
1677,1501.4899999999998
152,1023.49
7149,914.95
2533,1073.44
1602,1395.1399999999999
6801,1579.0
2603,1009.815
7895,1749.95
3938,4844.74
3643,5485.4
6190,5258.505
5944,4240.48
6900,800.9
7058,1554.8
2238,1510.77
4504,247.995
5634,364.8
4524,1270.425
3042,1545.0
1846,1251.79
5363,663.01
6238,769.0
4647,674.795
5496,1216.0
6469,2599.9
309,1972.995
212,239.87
7639,1659.9
6531,1258.99
3691,1015.91
3715,2682.46
4443,307.35
7443,1914.9
3540,997.04
497,743.28
7510,2189.9
3333,813.5
205,1247.54
1449,591.81
1148,1166.0149999999999
2638,2072.44
878,316.945
2806,1467.88
3705,3290.0
305,1466.825
1876,672.5899999999999
7869,857.9
4054,1749.045
2017,1167.8
3316,1800.0
2855,567.99
4597,2598.84
1553,1365.95
3176,756.94
852,820.505
2016,853.775
5677,529.0
5442,635.02
1733,308.385
384,2720.4700000000003
1557,379.0
211,3665.1450000000004
3474,1210.99
6490,1152.31
1986,399.0
5304,1651.52
2485,2021.505
2784,841.25
6246,2727.85
6157,2774.745
1362,837.215
7669,189.99
3867,2235.01
3672,509.9
6189,1000.45
684,1985.53
180,2099.0
7679,1382.61
4035,921.1700000000001
7458,2099.9
4856,599.9
278,1603.14
7116,2015.33
3400,444.9
3329,1478.79
6126,399.0
2530,1707.05
289,1088.19
3136,2019.37
5047,839.0
5932,1198.15
6079,522.86
1003,1057.8899999999999
3311,1243.49
2265,676.075
7533,1259.9
39,1899.375
7630,1574.95
5474,1349.92
6323,399.0
2811,880.755
6481,1626.01
7576,1339.95
270,1107.185
4731,1377.99
2940,3081.0699999999997
6605,2449.9
5222,1389.99
5308,403.83500000000004
5823,889.95
4938,603.23
6283,757.23
111,234.46
3294,1737.12
1404,1665.735
2655,1193.99
220,1108.775
6367,1344.99
4885,846.2149999999999
3971,1428.1
5280,950.46
83,724.475
883,1649.0
7563,1924.95
5072,2076.27
463,769.0
7106,522.95
4135,782.54
555,1242.33
6056,749.9
2414,2309.0
7877,1549.9
4264,2000.2
2275,3514.02
7596,879.95
4613,1400.395
2498,1909.6100000000001
2362,6424.855
6782,1250.51
2175,1706.5
4699,534.0250000000001
4473,644.3100000000001
7132,2597.93
654,5149.0
7587,934.95
715,691.06
6910,685.84
4327,640.09
4426,636.8399999999999
4247,561.0
3123,767.11
5434,859.99
3431,6716.55
1438,962.705
1229,1443.995
6175,996.9
1953,3165.0
104,571.51
1077,718.345
3885,1147.27
314,1599.0
1302,1490.5149999999999
4512,2096.7349999999997
1441,1418.9099999999999
4508,389.0
6364,1500.99
3196,650.33
4662,819.475
8033,531.495
3067,1520.82
6689,2759.55
1118,1880.735
4440,697.9100000000001
5957,3042.085
4990,1110.0
8061,2249.95
4403,562.995
689,1032.24
5930,1118.37
5216,1162.99
2822,280.56
4754,1576.96
6231,6353.66
7846,171.09
3776,3280.92
7397,1829.95
3980,1332.5
6299,1159.99
2500,1832.0
4183,790.895
3923,1972.99
326,991.575
2709,2699.0
6761,2390.0
7809,1784.95
2205,1648.005
4462,2213.9
4921,699.9300000000001
6995,1639.35
3399,629.99
4803,705.0350000000001
7338,1019.95
4354,1904.8999999999999
2844,1218.59
7772,1349.95
4248,477.45000000000005
1695,969.305
8014,1624.95
349,652.365
5908,2573.7
3302,1799.0
4445,1731.65
5156,1445.99
1645,679.775
6013,595.0
4108,693.6800000000001
6873,884.95
2409,2448.99
881,1360.0
4760,628.245
2246,4461.28
5369,649.0
2247,700.99
3407,751.26
4209,747.675
3675,1554.505
6342,1915.01
5429,1950.0
2150,1699.0
6498,796.27
136,1148.895
6341,1008.99
85,1695.125
4649,943.33
1906,1408.35
2858,3019.0
3765,1180.41
4082,6070.1449999999995
6382,1463.99
2696,1586.415
6921,1204.64
7391,1584.95
2937,590.41
7022,777.0
496,1432.595
2048,993.465
5200,821.99
2576,682.86
5136,1790.9650000000001
4119,850.1500000000001
6252,5882.93
5964,1834.1599999999999
1283,2210.625
4514,701.365
4584,638.88
2952,1068.7
6241,151.99
6680,2622.3
622,1917.86
6919,1739.9
3513,1799.0
4493,307.35
6089,1956.99
4488,2361.0299999999997
4424,902.63
4043,1194.115
4926,749.9
1426,820.505
2230,1509.2649999999999
2030,4007.735
6040,1950.61
879,843.2950000000001
2398,1278.93
2035,1127.48
3156,528.89
2353,834.78
5613,705.21
357,619.565
1175,593.29
7004,726.79
3124,4499.0
4084,1029.0
3233,1588.0
3869,1832.0
5098,719.9
5112,898.465
2662,1261.105
7950,1259.95
1919,2354.0
583,1299.45
2351,933.7900000000001
7599,1234.95
6879,6336.02
7574,1134.95
1710,767.75
871,690.45
5489,2705.59
7031,1769.95
2420,1102.05
2418,1001.59
7012,1008.05
3891,1300.99
6982,527.95
5715,1282.49
3387,3228.98
6264,721.54
3590,2287.65
7564,2639.95
1129,579.0
1560,306.9
4727,1156.71
6226,755.43
7427,2434.95
6291,789.98
4477,260.495
5472,1199.5149999999999
7348,784.95
3754,530.6
7742,1324.95
5421,723.53
5286,573.185
7901,637.9
3449,2336.87
5858,593.415
2551,921.745
7500,149.0
4556,1000.4749999999999
7164,1949.95
6821,1184.99
7708,1159.11
7934,1964.95
3908,1818.6
6107,2696.41
6095,1251.99
5314,3809.99
7688,1759.9
4316,577.805
4781,263.76
6018,994.7149999999999
5550,1770.18
7734,1909.95
3761,1267.33
2081,937.71
4312,842.5699999999999
1795,1781.995
5273,760.34
3394,1650.0
6198,1305.58
2587,2361.2200000000003
7659,747.95
7027,1209.95
1611,1579.0
1742,4506.415
3601,4057.82
6330,1017.0649999999999
4226,477.855
2666,2818.38
4207,260.495
5512,483.53
4211,993.695
492,518.5699999999999
6799,3274.81
3573,726.5
2967,459.0
1017,1686.6399999999999
7813,1524.95
3519,1950.0
2554,1901.595
4199,364.78
5118,17749.9
2346,375.0
3496,3828.91
4610,998.44
2605,651.22
1430,1094.975
3163,1278.93
25,683.5
7187,594.95
2452,1023.745
3347,3848.3149999999996
3655,4642.85
1126,1828.42
6956,2085.62
1571,647.12
6908,1039.9
6972,1592.4
4267,255.685
3973,2647.73
3290,912.79
3488,2022.63
435,1184.7849999999999
989,380.66499999999996
2712,1278.99
1874,706.26
7517,3840.435
7779,1224.95
4762,1859.47
1140,790.495
4986,2625.55
6328,949.95
4802,485.76
4118,717.2850000000001
2569,579.0
7752,1739.95
1115,3106.015
3353,2663.42
4594,1492.085
5497,832.605
6476,1729.9
6006,809.0
5630,1655.99
4103,847.1199999999999
194,2379.5249999999996
619,576.615
647,1590.1499999999999
5824,922.26
3362,972.32
3183,1950.0
1498,1101.51
3667,664.99
2833,1612.53
6628,1744.99
6833,1237.66
5449,479.0
330,2686.57
2236,1099.0
6694,1582.4
5831,880.86
2727,973.2
3379,2709.66
3814,763.57
982,825.7650000000001
485,3814.825
2464,1494.99
2657,583.5
726,513.4749999999999
1570,1999.0
2088,2792.635
7228,1064.95
3999,328.23
2860,2746.91
2618,689.0
4132,449.0
5419,1651.51
32,2259.23
668,1114.225
6363,1402.0
5135,1092.3799999999999
4170,355.0
7406,1514.95
6672,508.41
1461,2719.13
1716,701.345
2849,1460.41
3904,1480.82
2251,6478.51
7856,1059.95
1724,524.775
3863,503.99
3665,1505.9
3968,1299.0
2024,1879.92
6117,539.0
6511,1531.99
4454,735.405
7104,1275.9
3857,2469.0
5395,1232.05
3303,1153.14
5679,332.95
4007,499.0
2308,2535.625
5650,256.05
1414,8554.595000000001
746,1140.12
5792,748.0
7337,1141.74
6069,451.07
5437,2322.96
4336,652.5550000000001
4571,683.115
678,811.5450000000001
5816,2466.75
3941,2543.36
1839,1326.855
5627,2289.49
7816,1915.01
6913,1929.9
6596,1270.99
2129,1998.43
6811,3168.7
2130,2249.65
4880,1249.9
1567,1793.8
4276,248.15
3404,3092.56
4836,889.0
356,425.83000000000004
1479,1823.7
7158,660.95
3296,6753.9
5776,619.0
6936,1724.95
1770,1811.435
5312,1223.0
5046,1378.75
1791,1025.995
1209,705.75
1907,900.675
2725,1635.4
8047,2621.99
2045,1876.565
2034,970.415
3996,3226.72
3313,1768.3
2107,2136.035
397,648.47
2845,590.67
4759,840.135
4179,534.905
5674,229.99
6753,1017.26
1538,1721.955
5426,695.11
1391,791.5550000000001
1035,1008.72
2641,1587.97
5990,458.0
2914,1673.99
5509,461.195
1648,624.46
3615,2929.74
7893,2010.99
3699,3220.31
7209,864.95
234,2779.5249999999996
5149,1209.9
3895,675.99
4225,1461.905
3899,2271.43
5012,1342.3
5955,694.89
1977,1412.995
7175,1599.95
5016,1273.19
3583,1389.62
2728,1630.365
6729,1023.05
2253,1168.9
1119,408.95500000000004
6663,374.11
826,499.97
6228,1092.67
7876,999.95
898,1846.9050000000002
2484,1121.1599999999999
825,1079.79
3501,4839.89
2375,2028.205
6637,476.89
3239,1780.56
5974,2612.965
7470,2499.95
1277,1663.1599999999999
7446,529.825
5835,1279.25
6699,489.71
1241,1187.6
7646,429.0
52,849.0
4874,139.9
5711,734.875
159,1129.835
5852,955.1199999999999
1606,2943.0
1608,2149.99
4627,453.125
4402,997.655
5105,699.0
3959,1470.31
4466,429.9
2885,972.32
438,853.625
7273,1434.99
3981,6868.26
1607,506.3
2837,735.52
6573,1264.33
5962,1031.8
5948,549.79
983,1000.1500000000001
1251,2272.245
3008,1545.0
2376,1829.0
6791,845.42
7827,1564.95
1516,5072.11
2467,1665.33
7169,764.95
5313,909.38
6961,1329.95
2121,472.345
2044,703.375
6687,992.845
5896,528.9
187,1038.415
5954,3899.51
3748,2790.0
3514,2798.28
4794,1325.315
1394,1091.545
7744,1814.95
415,1290.77
3418,745.0
3698,3603.1
7565,864.95
5892,1064.325
5175,848.765
256,2799.0
4709,514.7950000000001
7909,2159.9
2264,2299.0
1786,514.95
4343,1016.505
5783,999.0
1591,922.4000000000001
24,1580.4499999999998
6391,2249.9
1101,1269.12
2751,969.0
5036,3513.02
3484,958.4
3651,6581.81
6831,917.89
2898,2285.9
2343,888.28
7662,469.0
7665,556.85
4259,4549.99
1322,576.365
702,3007.795
7912,1321.14
3851,3728.82
1240,1276.665
2028,1604.6
276,554.0
4518,1957.275
4719,898.175
6914,2067.9
7178,1129.95
5478,999.0
7602,548.95
8029,1529.95
6045,767.47
1150,771.26
2824,2929.74
6047,2970.0550000000003
5114,452.84000000000003
952,2209.1
6516,2021.99
4041,1348.5149999999999
2425,3886.01
115,3293.48
7683,2060.99
8022,1649.95
3186,650.33
4365,891.815
4475,4553.46
5817,999.95
2876,4636.67
3921,994.5
6730,446.12
7332,492.9
3901,1667.8
3628,5208.4
3924,816.99
6091,2299.0
1975,1645.8
4756,615.74
3579,2940.0
1629,531.05
6279,1529.9
2223,1319.9650000000001
5307,420.0
561,2176.635
6544,856.65
1220,1363.5349999999999
4691,743.705
4865,919.76
1529,688.845
3928,2902.19
3830,7105.67
5281,470.6
3287,406.64
3723,719.86
6724,876.185
5528,968.995
266,2184.9700000000003
1153,439.98
3234,3338.25
5749,4877.97
7417,1449.95
1938,1671.505
4864,1615.49
6896,1654.8
660,1532.6
5728,1545.0
6057,275.08
1008,1843.765
4937,902.67
2891,1371.745
6872,1085.99
1250,534.995
6734,2105.68
7845,489.0
6177,7841.83
2215,967.6
1147,769.0
1316,979.815
1646,2700.385
5220,1795.99
1541,1221.89
359,3789.355
138,1057.725
299,2607.955
1575,1053.995
383,2854.81
5595,1186.51
6585,1489.9
7513,1756.9
6359,3259.9
5827,1384.95
6540,1281.83
5577,1289.55
6942,753.08
2778,961.44
1961,1599.0
4932,732.3050000000001
7262,2314.65
7304,1633.19
4270,343.0
6438,919.26
3906,439.0
6907,1369.9
7437,1252.27
4261,988.165
4279,559.0
804,1079.825
2460,583.33
793,478.99
3230,3679.01
123,1584.155
2201,1618.56
6250,901.675
5793,1259.345
4447,461.80999999999995
920,868.98
2341,6030.99
7556,859.95
3727,1813.06
1270,1426.7350000000001
1191,617.6
3743,500.0
444,1407.4450000000002
6887,2309.9
1412,434.97
1475,435.25
7943,1724.95
1067,993.9300000000001
3352,324.98
6204,1492.29
3794,2851.93
3858,2249.0
939,925.77
7257,2289.9
1854,2923.465
6852,432.8
4328,709.26
7421,799.95
6611,2519.9
5377,1018.665
2040,1773.5
6538,768.56
5506,1122.255
7737,1199.95
2661,2620.86
3341,5341.38
6115,1437.87
7198,1974.95
6,3154.6099999999997
3037,1610.2
3444,6062.52
1972,438.99
6959,1998.55
7429,804.95
6836,701.96
6216,2234.65
5192,798.8
7425,2124.95
3202,383.99
5359,680.0699999999999
2271,2097.87
1493,1542.7
6004,748.785
1918,1311.71
3523,4924.43
5044,909.1099999999999
3800,728.96
2050,1777.72
4127,965.245
6362,1319.9
7424,959.95
6225,232.76
2715,613.995
1143,1023.995
4891,609.8050000000001
7312,1164.95
4972,848.0150000000001
4425,894.955
7478,561.54
4251,658.845
1249,2239.185
7811,1774.95
7255,558.95
2313,2044.295
5491,3614.7
7069,408.0
4200,1137.1399999999999
4710,812.97
6876,9497.31
387,1233.6799999999998
1647,1306.6
3677,5126.87
2771,5679.71
4777,1755.0649999999998
5761,2751.595
7071,489.0
3264,2476.72
4412,802.0550000000001
919,1358.0349999999999
6111,1499.0
1895,1199.99
1868,2061.9
2548,724.31
6617,1759.9
5249,659.99
5128,1328.31
4113,648.6
2759,2635.91
6646,579.59
331,1099.0
5769,539.0
7053,1599.0
2509,1192.81
1793,2212.03
5045,4362.155000000001
5297,501.47
2743,499.0
6818,3350.0
6564,2949.9
5640,1349.9450000000002
5946,695.9
6227,4055.83
6180,799.0
5956,771.135
6086,169.9
173,2301.745
3402,3406.13
4711,545.375
3456,444.98
3392,1497.36
6826,1341.99
5037,622.88
6339,1990.99
3489,2071.74
18,1434.525
3786,730.66
7351,4261.78
4203,240.59
3721,1320.48
6400,2811.99
2203,2911.43
1369,550.705
7137,819.95
7321,660.95
3179,589.1
182,1065.37
7690,2359.05
6393,1479.9
1836,1313.925
5227,968.99
1820,2760.915
2474,1675.04
6242,2850.05
4988,377.695
6975,956.79
5632,1032.9
5386,2304.61
7972,1834.95
1172,2221.11
1226,988.9949999999999
1338,2161.76
4989,1018.04
1473,4746.28
7617,1359.95
6186,813.46
1663,569.48
2169,748.17
4644,1888.44
4564,2532.96
7512,2655.19
4485,1399.9
736,919.0
4464,1538.25
1965,1177.28
3892,495.0
7678,1581.8
6968,2184.79
5771,329.0
1123,1599.835
6567,1962.99
3056,728.33
2436,2056.715
1198,495.76
2036,795.5
193,1170.855
6460,619.99
582,381.56
778,835.92
2437,511.355
7983,1799.95
1873,4746.28
6762,1829.0
4381,2099.995
3838,1149.0
7595,659.95
7092,2451.75
2102,613.9449999999999
1925,5066.68
5952,539.0
3752,755.0
2419,2345.22
1464,1551.935
343,1978.64
7125,1799.95
2578,1699.0
734,263.915
4686,691.085
986,1247.225
5704,1270.3
3608,4817.01
7537,939.95
8062,3269.9
4046,1624.665
1312,1107.56
7412,884.95
664,399.0
1511,2446.145
5447,261.555
5626,2977.86
5914,836.295
2347,696.8
7492,2039.9
7432,1774.95
1098,3111.73
7610,2099.95
3274,700.64
5476,630.135
5490,799.7249999999999
67,1582.895
6423,1969.9
2300,1794.91
7561,999.95
4883,425.92
6369,2236.26
3535,2164.13
2407,757.395
4818,803.4200000000001
5404,2873.85
2563,317.45500000000004
2780,2150.65
6883,623.72
5982,637.18
1156,1299.0
7657,1069.0
4814,559.1800000000001
7282,3582.37
5021,1282.895
3888,3719.445
2249,1710.115
2364,2061.925
4941,730.965
5346,734.875
7093,842.9
4195,280.655
1996,633.38
7326,3068.99
7453,1899.0
4472,941.125
425,795.72
6999,511.95
1933,2331.65
7325,573.95
4021,4387.16
3711,1814.99
848,882.51
4705,974.0450000000001
4979,761.96
141,1443.725
6673,790.24
1390,3623.82
3768,715.7
6285,349.0
7902,2139.01
3907,622.85
1151,399.0
2287,3437.295
1806,1118.78
4044,559.0
6690,1598.49
7430,527.95
461,1270.79
7380,1949.95
958,1026.84
3795,599.0
1349,1267.5900000000001
4737,300.64
6434,596.99
1621,955.015
2267,1923.49
643,1373.025
7784,1939.95
3929,1672.63
5296,2099.0
5590,628.99
7220,1529.95
1083,868.93
155,1522.995
2326,1837.13
7393,1179.95
4687,268.03000000000003
1102,1441.1
2997,579.0
6834,779.83
4491,1451.4450000000002
940,1274.5349999999999
2966,1219.0
5209,1065.99
7404,1814.95
3324,662.33
7333,1099.95
6005,1079.86
6953,923.95
7155,1014.95
6976,1799.95
7887,1899.0
1717,548.2
7591,1519.95
8015,1399.95
7122,1282.12
3930,643.0
7356,939.95
7345,1807.39
995,1130.1100000000001
1845,2413.9849999999997
7552,799.95
591,4460.495
7693,1949.9
5612,1171.8200000000002
7904,1459.9
8010,799.95
6613,2969.9
7796,1774.95
3649,1429.0
1408,1390.115
264,1082.27
3639,3633.8
6462,586.45
7368,974.95
5712,999.0
3966,900.0
6708,682.41
2442,935.08
8038,1791.5
3806,1119.5
246,676.355
1613,927.275
7838,1099.0
5469,1432.095
933,1238.525
5014,1563.03
7496,879.9
673,415.68
3696,1647.19
1939,1349.33
5637,179.99
4065,411.0
2753,1159.0
2645,479.0
1800,1993.8899999999999
3072,5823.9
2339,2141.615
4848,1268.45
3785,1295.0
692,396.74
616,2496.585
3276,1650.22
2298,1085.59
7982,904.95
6144,439.0
1927,1556.48
5123,509.9
258,2589.27
2981,2228.55
2879,1553.35
3421,794.71
3617,694.1
4672,1537.395
2316,2410.435
6829,1092.56
486,824.33
2240,812.03
5022,748.89
2606,1899.0
7,2185.005
3750,2097.87
6850,1334.8600000000001
4509,859.97
2471,3573.28
1838,1351.01
2305,1860.475
1022,2689.47
5477,1012.885
1080,1331.665
2020,1769.5
4077,717.66
6895,225.0
7043,185.48
3969,3794.53
7906,1049.9
3108,322.0
789,1899.0
7826,1179.95
1768,867.935
2848,1688.99
1104,969.39
5588,1175.43
6832,722.24
6881,1056.56
6558,2422.8
2663,1773.18
6625,3089.9
2321,2166.375
1746,589.165
614,863.5450000000001
4775,468.07500000000005
344,370.775
7260,1076.99
8021,829.95
3849,2677.99
5788,774.0
7051,599.0
3291,3499.0
97,1415.3049999999998
7305,842.9
1556,2003.76
3680,1083.59
3741,2375.99
6431,1359.9
5015,3957.91
1536,480.68
7110,1998.7
4733,676.545
4379,843.1949999999999
3763,1194.99
2119,2051.34
576,1399.0
7340,699.95
6184,743.21
6710,457.24
3122,1229.95
5133,608.2049999999999
7844,159.0
5262,1678.465
7879,1810.75
5415,806.5699999999999
4586,702.8
371,1071.13
1967,439.435
5723,1044.9
6973,1899.95
3764,1042.0
3745,975.0
2401,1832.0
4367,1005.8149999999999
5224,1428.99
7278,2876.87
3835,927.805
5560,1804.055
5578,762.25
5611,973.71
1184,605.735
7700,2065.45
1435,1236.595
7370,2159.95
7111,519.9
5318,798.0699999999999
884,1981.6149999999998
2329,3450.12
2700,1935.89
7000,1280.9
849,2479.175
585,1294.2350000000001
204,8144.255
1660,793.5550000000001
2043,1818.99
3330,2659.0
5005,1017.52
915,502.06
635,1042.135
5738,299.0
5196,17609.9
2003,766.5
162,1306.495
5522,1387.475
7253,1516.59
5154,1383.99
4822,410.92499999999995
885,1071.21
1445,1349.0
4752,470.115
6806,1244.4850000000001
5061,1075.3899999999999
5151,1570.555
2913,1649.0
1890,778.355
2716,1835.61
3469,1074.555
7409,1719.95
7726,1322.9
5565,726.9
4842,599.87
3412,999.0
6609,1749.9
6082,1419.9
6636,795.65
2125,1629.0
2032,549.0
5501,2545.04
550,477.23
1467,724.995
5605,976.46
2665,969.19
1929,1722.04
6368,2149.9
2814,2918.995
1914,751.105
7793,1399.95
2126,499.0
7030,1949.95
7252,2080.93
844,1838.4450000000002
3561,2209.58
4806,299.56
6428,1392.99
2200,863.665
7202,609.95
6880,800.08
399,1199.0
2039,2159.9300000000003
7746,1229.95
1296,924.3
5703,2249.9
7920,2261.01
4363,726.7650000000001
1862,455.525
1031,1367.425
1339,1105.96
5023,797.19
477,1580.8400000000001
2867,1136.08
8028,1029.95
1670,947.01
7488,3682.99
6990,1029.55
2579,966.0
1219,414.175
5263,858.225
7624,1199.95
6218,1223.91
5108,1229.9
877,1946.045
3031,1491.24
544,3078.2650000000003
1145,1416.905
7812,719.95
6374,2289.9
3476,769.43
5815,894.95
3019,912.25
4262,586.1949999999999
3336,859.94
5257,798.71
7960,1834.95
2636,1380.57
2870,915.23
6270,1849.95
7001,1974.95
5568,669.51
3678,1549.0
6940,2368.69
5299,365.03
7371,779.95
2686,3347.95
6474,2109.28
6245,629.0
1093,356.59000000000003
4390,1007.34
2114,1754.995
2501,1626.815
2052,1342.23
7207,1599.95
6210,2024.06
226,920.715
1024,1623.385
1958,999.0
5707,1846.48
1417,1299.095
2208,3359.495
704,769.9
1137,444.475
3998,1098.72
1797,940.8700000000001
5169,1229.9
2690,928.66
3580,1256.39
1050,1583.74
2286,1464.33
7291,2451.24
8045,1659.9
313,2028.06
2706,1099.0
2312,2201.0
5796,1004.95
2598,462.31
2188,618.0
3206,1109.95
6717,699.0
4074,906.49
1442,1702.565
7440,339.1
2571,679.14
5475,842.93
5851,499.0
5978,993.99
450,971.905
5111,1042.47
1297,1058.995
3824,2140.0
362,849.01
6512,2719.9
6441,349.57
2510,697.78
22,1980.835
2095,2199.23
1672,1550.99
709,431.69
5853,185.48
2800,944.49
1389,552.185
6570,1880.29
2518,952.27
3853,2111.0
2358,3150.9849999999997
462,394.0
4290,778.015
4189,1709.53
1505,648.495
3772,1082.46
282,951.345
4666,1523.585
4415,1088.145
4974,669.0
3629,1899.0
5686,299.0
2634,1149.0
1381,424.365
7283,1286.2
6320,999.95
601,883.7
4458,189.0
6566,1264.14
4867,353.58
8002,1874.95
7600,959.95
5279,425.0
3558,820.99
8055,2345.5
3047,1111.41
7185,1559.95
7907,3280.99
2595,1946.0
6010,1465.46
6515,1548.98
4173,589.0
4095,1663.9
7789,1214.95
690,2687.87
5167,969.37
3320,8990.26
6256,162.89499999999998
4190,424.73
2894,2099.0
3792,2586.01
5050,100.06
7082,1689.9
4147,299.485
2259,260.1
5900,1914.9
2352,3409.45
4987,1583.5
524,2162.745
525,1429.08
6311,1719.95
6506,655.99
6503,1013.99
6100,4362.155000000001
787,7376.36
6322,498.99
5690,1077.9
655,1152.615
6030,1041.74
2225,1149.77
370,949.0
6974,1151.62
4321,526.66
378,1609.99
5687,1474.33
2245,1047.565
6154,1554.8
1632,1943.5500000000002
7246,1089.0
3725,3571.99
972,1047.305
7268,1769.95
7571,949.95
6160,6718.72
5483,224.45
360,1263.495
3939,791.0
5414,1120.11
1259,1023.72
7581,1124.95
3789,2095.0
6824,819.0
2619,2043.37
3511,1674.0
2066,371.54999999999995
779,804.495
7416,914.95
3654,1799.21
7633,1369.95
7378,1184.95
5357,1848.1399999999999
4639,813.46
1693,1931.0949999999998
366,1159.0
6722,1809.04
5240,403.445
4434,1229.0
147,633.785
7100,1879.9
3154,1193.09
6376,1988.99
408,1088.19
7451,359.99
3546,1542.88
4289,469.99
3668,2338.7
3348,1606.75
5049,742.255
1044,858.975
8058,1199.9
864,1252.7399999999998
4032,1505.29
78,2930.755
2276,3186.34
5989,3008.4700000000003
7372,1399.95
7420,1939.95
6254,959.0
5564,764.6300000000001
796,383.99
2310,2061.59
4202,2585.5649999999996
4000,1142.34
5275,701.22
6713,662.78
3724,1209.14
6053,368.065
426,1201.72
393,2396.7650000000003
6036,1102.49
7614,949.95
4307,1124.435
2729,1801.4
7383,1199.95
5468,610.78
3584,6479.7
1477,4152.719999999999
6134,3059.845
6059,1312.21
5367,1652.27
3934,1140.73
7059,1489.9
6257,5367.31
7676,846.65
4833,1895.845
